Name,MarketCap,Watchlist
Plian,"$4,643,413","5,352"
AMLT,"$4,630,551","1,223"
CyberVein,"$4,200,987","5,188"
ArdCoin,"$4,655,340","3,044"
DeversiFi,"$138,461,895","5,553"
Beta Finance,"$138,817,246","25,275"
Alchemix,"$139,621,435","20,515"
Dvision Network,"$140,137,727","171,459"
Nabox,"$4,262,693","16,161"
PlatON,"$139,932,345","4,279"
ssv.network,"$140,439,067","2,703"
Bitcoin Diamond,"$141,755,217","39,925"
Victoria VR,"$141,936,563","38,682"
Energy Web Token,"$142,909,116","64,566"
ASD,"$143,965,623","19,009"
USDX [Kava],"$144,348,760","2,194"
TOP,"$4,272,313","3,657"
Mango,"$148,030,866","19,937"
Orchid,"$147,062,736","66,065"
Hxro,"$148,457,909","7,366"
HedgeTrade,"$151,652,497","9,642"
Augur,"$150,870,533","37,976"
inSure DeFi,"$151,489,202","29,516"
DAO Maker,"$138,994,631","54,208"
MaidSafeCoin,"$153,704,944","8,936"
Eden,"$4,269,620","7,972"
EvidenZ,"$4,305,533","3,081"
King Shiba,"$4,384,056","33,758"
ZBG Token,"$4,340,484","3,451"
UniLayer,"$4,385,344","12,381"
BOX Token,"$4,379,412",714
Verge,"$149,503,731","105,244"
Crypton,"$4,367,726","4,182"
YOYOW,"$4,386,350","5,965"
Refinable,"$4,400,327","36,324"
Garlicoin,"$4,414,173","2,669"
Binamon,"$4,656,831","40,160"
Kommunitas,"$4,703,412","220,792"
Gulden,"$4,289,955","3,079"
VeThor Token,"$142,151,084","107,069"
Bone ShibaSwap,"$4,687,931","24,300"
Bifrost (BNC),"$4,703,401","167,311"
Starlink,"$152,698,737","118,726"
Idle,"$4,727,479","5,869"
Wall Street Games,"$4,715,617","311,558"
Binemon,"$4,751,371","21,106"
Einsteinium,"$4,773,565","4,389"
Bondly,"$4,783,126","34,783"
Furucombo,"$4,389,180","4,620"
Skycoin,"$4,573,174","10,254"
Jobchain,"$4,790,997","29,193"
EUNO,"$4,840,214","3,322"
ALLY,"$4,736,068","4,423"
Orbit Chain,"$153,470,215","7,198"
Bitcoin Standard Hashrate Token,"$154,461,692","21,714"
Monsta Infinite,"$4,709,334","32,093"
OriginTrail,"$156,232,716","37,087"
Paribus,"$4,765,431","21,134"
Humanscape,"$153,919,723","7,080"
Trust Wallet Token,"$159,523,074","109,364"
QuickX Protocol,"$4,852,111","1,412"
Reserve Rights,"$166,463,518","137,927"
GATE,"$4,712,351",846
ClearDAO,"$4,786,537","1,522"
Divi,"$170,184,984","14,098"
Beefy Finance,"$161,170,056","27,007"
Stakenet,"$4,973,232","3,981"
Ardor,"$172,409,916","24,018"
bitCNY,"$4,408,939","1,294"
Wownero,"$4,891,137","4,768"
aelf,"$159,911,668","26,656"
Constellation,"$172,310,316","69,811"
Mirrored Netflix,"$4,998,523","1,076"
DOSE,"$5,079,910","3,367"
Bifrost (BFC),"$169,628,085","10,448"
StakeCubeCoin,"$5,091,487","3,062"
Kalmar,"$5,055,604","2,595"
ZooKeeper,"$5,163,776","10,626"
Hiveterminal Token,"$5,246,539","2,532"
Orbs,"$173,286,910","14,543"
Arcona,"$5,232,279","13,288"
EasyFi,"$5,234,026","17,374"
DeFiner,"$5,246,147","2,950"
Idena,"$5,277,709","3,117"
Civic,"$158,126,354","52,173"
Viberate,"$5,123,722","7,879"
Reef,"$171,125,012","206,458"
Status,"$166,772,560","38,676"
AAX Token,"$5,301,040","3,765"
TOWER,"$4,999,057","94,636"
AXIS Token,"$5,250,588","7,207"
MX TOKEN,"$175,917,671","23,964"
Monolith,"$5,237,168","3,096"
Covesting,"$5,345,608","3,299"
Origin Dollar,"$179,284,432","1,630"
LUKSO,"$179,939,253","34,742"
Cartesi,"$180,712,634","86,091"
Numeraire,"$180,761,934","39,885"
Pundi X (New),"$181,308,978","36,883"
WazirX,"$183,338,892","79,105"
MVL,"$180,071,171","9,540"
AS Roma Fan Token,"$5,346,258","7,201"
Conflux,"$177,596,196","30,003"
JOE,"$175,819,207","72,319"
OpenDAO,"$196,124,491","53,683"
Aurora,"$184,875,576","12,183"
Lambda,"$5,407,938","7,403"
AVINOC,"$179,765,317","2,722"
Astar,"$197,888,761","29,325"
Pirate Chain,"$196,963,571","24,558"
GlitzKoin,"$212,850,423","2,427"
Everscale,"$191,656,825","6,627"
XSGD,"$188,191,494","2,071"
Rocket Pool,"$236,663,295","9,790"
Anyswap,"$237,289,860","28,402"
Alitas,"$193,092,887","17,465"
Bao Finance,"$5,392,676","14,353"
Safe,"$193,261,833","3,587"
Tether Gold,"$201,459,976","4,390"
Swash,"$5,435,255","3,211,718"
Defina Finance,"$5,441,580","38,146"
Taraxa,"$5,476,058","8,177"
CACHE Gold,"$5,490,077",772
Venus DOT,"$5,512,352","1,222"
MetisDAO,"$238,696,104","72,326"
Telos,"$245,887,118","50,661"
WagyuSwap,"$5,483,090","777,214"
WOOF,"$5,541,347","11,318"
SolChicks Token,"$5,603,597","30,040"
ClassicDoge,"$5,572,420","10,379"
Lith Token,"$5,454,213","1,273"
NFTrade,"$5,597,290","6,292"
LABS Group,"$5,603,526","16,843"
Bridge Mutual,"$5,459,994","17,220"
Bitpanda Ecosystem Token,"$283,210,814","13,488"
UFO Gaming,"$207,852,844","194,404"
APY.Finance,"$5,601,933","18,438"
Sapphire,"$292,428,429","4,849"
Radio Caca,"$319,930,725","25,118,382"
HUSD,"$344,976,915","7,317"
WhiteCoin,"$412,632,636","5,096"
MobileCoin,"$336,041,762","20,581"
Sonar,"$5,436,847","5,354,471"
Plasma Finance,"$5,615,914","16,652"
NXM,"$584,169,270","11,182"
ECOMI,"$635,634,272","180,075"
Decentralized Social,"$312,026,538","12,336"
WEMIX,"$679,742,034","33,741"
LINK,"$694,605,818","16,372"
KOK,"$646,232,434","7,368"
NFT,"$5,565,369","19,991"
Metahero,"$325,271,094","395,837"
SafeMoon,"$800,567,479","554,514"
Liquity USD,"$732,746,522","3,133"
DeFiChain,"$1,027,820,917","35,673"
Huobi BTC,"$1,529,826,319","4,152"
Venus BNB,"$656,998,360","4,099"
Wrapped BNB,"$1,944,932,328","13,485"
BitTorrent,"$1,742,948,945","512,542"
Frax,"$2,649,668,269","6,568"
Chainbing,"$1,278,186,266","8,424"
yOUcash,"$1,117,273,854","5,304"
Toncoin,"$2,693,804,731","164,380"
Lido stETH,"$5,168,175,788","4,509"
Decentr,"$5,632,095","10,403"
SONM (BEP-20),"$5,711,969","3,173"
Kattana,"$5,674,428","10,161"
Project Pai,"$5,722,041","3,279"
BitDAO,"$730,403,327","49,005"
Mobilian Coin,"$5,727,002","1,344"
The Transfer Token,"$647,531,969","3,925"
Synthetify,"$5,689,309","6,078"
Osmosis,"$2,400,262,093","29,739"
Project TXA,"$5,713,885","1,240"
DECOIN,"$5,842,592","2,060"
Counos X,"$1,035,903,618","30,427"
DOGGY,"$5,804,807","89,752"
BiFi,"$5,835,366","4,657"
Onooks,"$5,867,282","3,860"
Dogs Of Elon,"$5,904,189","1,440,912"
FNDZ,"$5,907,067","4,403"
Carboncoin,"$5,907,761","2,864"
Ghost,"$5,924,032","3,804"
ChangeNOW Token,"$5,986,835","1,699"
Vidulum,"$5,680,037","1,512"
Litecoin Cash,"$5,967,652","6,910"
GAMB,"$5,969,144","11,140"
Venus DAI,"$5,783,827",730
Pundi X NEM,"$6,076,048","7,421"
Waves Enterprise,"$6,043,140","5,352"
Mirrored United States Oil Fund,"$6,044,051",863
Basid Coin,"$5,905,990","1,391"
Woodcoin,"$6,141,722",768
FaraLand,"$5,851,080","1,458,492"
LuaSwap,"$6,082,810","6,041"
Diamond,"$6,214,203","2,270"
Jigstack,"$6,099,639","6,160"
Kalao,"$6,083,462","24,188"
Thorstarter,"$6,237,944","7,329"
Degenerator Meme,"$6,246,252","9,870"
Strips Finance,"$6,326,309","2,224"
Don-key,"$5,980,556","15,270"
Mirrored Microsoft,"$6,334,327","1,456"
BullPerks,"$6,121,685","337,127"
Shopping,"$6,266,584","40,010"
Mysterium,"$6,395,118","5,101"
CBC.network,"$6,200,558","3,882"
Smartlands Network,"$6,464,944","5,402"
AstroSwap,"$6,315,708","1,070,664"
Graviton,"$6,349,078","12,001"
Ferrum Network,"$6,394,450","15,763"
MetaPets,"$6,554,945","130,992"
MicroPets,"$6,486,983","53,138"
ThreeFold,"$6,428,297","3,666"
CumRocket,"$6,548,563","47,827"
Achain,"$6,581,890","8,091"
Growth DeFi,"$6,582,288","5,360"
Green Ben,"$6,606,065",366
Innovation Blockchain Payment,"$6,514,162","1,011"
Mirrored Amazon,"$6,482,186","1,231"
Trias Token (new),"$6,727,667","40,372"
ADAPad,"$6,648,059","722,653"
Lightning,"$6,513,872","36,132"
FortKnoxster,"$6,710,480","5,346"
Safex Token,"$6,598,567","3,066"
Receive Access Ecosystem,"$6,770,511",629
DEEPSPACE,"$6,828,117","11,227"
Enecuum,"$6,710,625","5,560"
NerveNetwork,"$6,854,671","3,893"
Xend Finance,"$6,792,478","14,720"
Mirrored Alibaba,"$6,858,025",856
ExNetwork Token,"$6,783,095","6,230"
TenX,"$6,910,405","6,106"
Cirus Foundation,"$6,964,944","35,537"
PlotX,"$7,009,619","6,381"
Kryptomon,"$7,062,269","49,907"
Aidos Kuneen,"$7,108,891","15,947"
Public Mint,"$7,084,796","5,645"
Goldcoin,"$7,101,955","2,712"
Juventus Fan Token,"$7,116,745","12,005"
Morpheus Labs,"$6,833,071","10,582"
Mirrored Apple,"$7,151,394","1,082"
SafeMoon Inu,"$7,196,438","27,706"
PECULIUM (old),"$6,922,097","2,300"
Prism,"$7,228,430","5,530"
Anchor Neural World,"$7,147,382","1,670"
Unbound,"$7,214,394","3,572,702"
GameZone,"$7,335,086","692,633"
Modefi,"$7,439,341","15,696"
unFederalReserve,"$7,420,358","13,350"
ROOBEE,"$7,353,423","5,879"
Vidya,"$7,447,661","5,785"
SENATE DAO,"$7,462,275","19,405"
Revomon,"$7,190,188","28,770"
Dfyn Network,"$7,504,167","14,179"
STARSHIP,"$7,577,582","10,582"
DAFI Protocol,"$7,666,097","19,909"
STATERA,"$7,273,013","7,076"
BHPCoin,"$7,496,546","1,307"
ParaSwap,"$7,631,019","6,492"
Mirrored Invesco QQQ Trust,"$7,650,654",710
Mirrored Tesla,"$7,689,758","1,863"
Nitro Network,"$7,734,223","13,068"
Lamden,"$7,683,098","6,795"
Monetha,"$9,006,986","6,536"
Robonomics.network,"$7,709,088","10,647"
FREEdom Coin,"$7,737,096","48,383"
SALT,"$7,799,561","6,166"
Rangers Protocol,"$7,745,773","20,064"
TrustVerse,"$7,775,481","1,330"
EOS Force,"$7,825,351","5,456"
Seascape Crowns,"$7,879,895","75,290"
Atomic Wallet Coin,"$7,635,915","7,999"
BnkToTheFuture,"$7,936,712","2,749"
SafeCoin,"$7,978,224","4,889"
Phoenix Global (new),"$7,965,432","2,713"
BaaSid,"$7,918,562","2,370"
Dentacoin,"$8,025,679","16,895"
Moeda Loyalty Points,"$8,033,642","3,725"
Sarcophagus,"$8,137,703",760
Blocery,"$8,049,501","1,521"
Idavoll Network,"$8,126,189","20,584"
Convergence,"$8,200,564","180,713"
Galatasaray Fan Token,"$8,203,835","9,325"
Chainge,"$8,011,220","8,546"
Only1,"$8,200,399","150,996"
SpaceFalcon,"$8,247,861","4,933"
Swop,"$8,246,505","1,688"
Kylin,"$8,061,157","49,243"
Venus LINK,"$8,348,521",732
Credits,"$8,357,271","4,221"
Neblio,"$8,382,220","8,923"
Bitcoin Private,"$8,104,864","3,036"
PRIZM,"$8,476,544","22,854"
Tranche Finance,"$8,498,904","1,552"
SwftCoin,"$8,291,731","8,249"
Dexlab,"$8,480,552","7,472"
OAX,"$8,509,383","6,487"
Finxflo,"$8,501,628","7,124"
WELL,"$8,497,552","243,911"
RING X PLATFORM,"$8,531,824","1,190"
OneLedger,"$8,496,802","9,690"
BetU,"$8,740,839","17,260"
Tokenomy,"$8,688,554","3,047"
Minter Network,"$8,749,735","6,317"
Venus LTC,"$8,740,905",677
JulSwap,"$8,332,434","27,147"
SENSO,"$8,579,259","46,015"
MILC Platform,"$8,784,873","13,771"
Aurora,"$8,882,847","18,152"
Safe Haven,"$8,868,540","16,917"
RioDeFi,"$8,517,416","8,420"
Ambrosus,"$8,983,836","11,580"
Shirtum,"$9,034,556","6,772"
DuckDaoDime,"$9,022,085","4,571"
Umbrella Network,"$8,994,998","27,835"
Metaverse ETP,"$9,057,347","14,382"
Niftyx Protocol,"$9,052,928","8,387"
Cardstack,"$9,090,939","9,142"
Tulip Protocol,"$9,129,438","14,171"
Cashaa,"$9,162,153","5,763"
TE-FOOD,"$9,095,918","9,036"
Project WITH,"$9,165,219","1,761"
Darwinia Network,"$9,185,967","124,000"
Mirrored iShares Silver Trust,"$9,215,849","1,006"
Nxt,"$9,233,009","7,622"
suterusu,"$8,838,754","27,039"
apM Coin,"$9,082,601","1,094"
0xBitcoin,"$8,931,610","2,230"
Atletico De Madrid Fan Token,"$9,243,463","11,102"
ZeroSwap,"$9,329,214","16,059"
ACCEL,"$9,298,279","8,169"
dHedge DAO,"$9,448,495","7,976"
Oraichain Token,"$9,504,174","19,581"
Levolution,"$9,141,242",872
Venus SXP,"$9,620,013","1,204"
Raiden Network Token,"$9,602,492","9,560"
MahaDAO,"$9,581,180","9,924"
Huobi Pool Token,"$9,686,145","5,549"
UBIX.Network,"$9,604,966","24,501"
Sylo,"$9,697,416","16,628"
Tokamak Network,"$9,441,833","2,717"
Gameswap,"$9,704,314","15,466"
WOM Protocol,"$9,854,130","3,985"
HoDooi.com,"$9,792,628","13,889"
Torum,"$9,765,024","34,866"
Polkamarkets,"$9,854,280","25,582"
Cryptocean,"$9,452,421","1,524"
Factom,"$9,878,641","4,362"
Galaxy Heroes Coin,"$9,975,392","28,931"
mStable Governance Token: Meta (MTA),"$9,944,958","9,366"
Cindicator,"$9,982,465","10,625"
Navcoin,"$10,003,476","11,833"
Sinverse,"$9,848,079","39,062"
Infinitecoin,"$10,116,038","4,573"
Poolz Finance,"$10,093,811","13,528"
Muse,"$10,085,175","6,847"
Signata,"$10,025,484","3,859"
Orion Money,"$8,998,239","8,902"
Oxbull.tech,"$10,160,005","17,863"
Decimated,"$10,073,740","12,921"
Ignis,"$10,194,685","4,009"
Blockchain Monster Hunt,"$10,199,415","30,055"
SparkPoint,"$10,319,745","34,726"
Anchor,"$10,420,976","2,231"
Goldfinch,"$10,381,890","5,737"
Venus Reward Token,"$10,320,894","6,273"
Skey Network,"$10,469,201","14,784"
Santos FC Fan Token,"$10,012,386","5,505"
smARTOFGIVING,"$10,430,746","10,855"
OneArt,"$10,606,271","4,396"
Crypterium,"$10,539,080","13,524"
Trabzonspor Fan Token,"$10,486,217","3,353"
Valor Token,"$10,477,771","1,430"
Pickle Finance,"$10,650,193","7,189"
ProximaX,"$10,825,989","4,787"
Tachyon Protocol,"$10,799,119","2,139"
Bitcoin 2,"$10,737,536","3,069"
Bithao,"$10,133,143","1,741"
Unicly CryptoPunks Collection,"$11,017,680","2,283"
Zano,"$11,114,251","3,241"
Nebulas,"$11,070,463","11,682"
CUTcoin,"$11,403,591","1,564"
Infinity PAD,"$11,362,011","4,338"
Gemma Extending Tech,"$11,440,932","12,279"
BlockWallet,"$11,412,202","13,659"
Lithium,"$11,439,329","12,066"
Santiment Network Token,"$11,405,581","2,546"
Wabi,"$11,495,595","15,430"
Genaro Network,"$11,468,063","4,596"
Internxt,"$11,329,019","6,336"
Mint Club,"$11,513,388","22,594"
Mogul Productions,"$11,516,104","25,106"
NFTY Network,"$11,460,687","8,939"
Visor.Finance,"$10,594,413","5,830"
PolkaBridge,"$11,481,147","115,884"
88mph,"$11,691,597","5,286"
FIBOS,"$11,788,110","1,500"
Birake,"$12,128,343",987
Opacity,"$11,687,808","10,487"
CWV Chain,"$11,878,913","1,493"
vEmpire DDAO,"$12,063,362","12,939"
Decentral Games ICE,"$12,074,534","11,114"
Emirex Token,"$12,285,763",849
ProBit Token,"$12,322,713","4,695"
Banano,"$12,302,516","11,986"
Newton,"$12,409,063","7,251"
StableXSwap,"$12,360,742","2,289"
AntiMatter Governance Token,"$11,615,381","9,118"
AC Milan Fan Token,"$12,443,112","10,636"
Agoras: Currency of Tau,"$12,561,686",718
NFTb,"$12,420,790","157,055"
Etherisc DIP Token,"$12,473,361","4,311"
Curate,"$12,818,769","28,278"
GoCrypto Token,"$12,875,780","1,992"
Pallapay,"$12,937,353","5,375"
K21,"$12,844,221","3,754"
Doge Dash,"$12,915,288","42,869"
EpiK Protocol,"$11,809,918","5,449"
Deri Protocol,"$12,906,452","7,926"
Arcblock,"$12,988,749","4,095"
DSLA Protocol,"$13,094,451","17,885"
Jupiter,"$13,228,317","13,929"
Mobius,"$13,044,448","6,706"
Pawtocol,"$13,306,398","8,063"
Aventus,"$13,280,719","3,685"
CONTRACOIN,"$13,229,313","1,625"
Spartan Protocol,"$13,417,710","14,399"
Polychain Monsters,"$13,293,659","30,444"
Arianee,"$12,780,212","1,696"
saffron.finance,"$13,339,582","14,042"
Spiking,"$13,134,058","1,840"
BLOCKv,"$13,452,695","4,840"
Clearpool,"$13,374,761","7,188"
TokenClub,"$13,637,522","11,584"
BABB,"$13,420,036","17,251"
UniCrypt,"$13,805,928","4,811"
UniLend,"$13,659,147","13,231"
Govi,"$13,619,424","4,498"
Nestree,"$13,479,506","2,648"
HyperCash,"$13,768,723","6,044"
Electra Protocol,"$13,656,266","10,247"
Life Crypto,"$13,933,519","3,904"
BigONE Token,"$14,070,123","6,579"
Belt Finance,"$13,687,526","6,810"
Validity,"$14,219,346","26,208"
DogeBonk,"$14,290,943","16,772"
GPEX,"$14,331,267",153
Xaya,"$14,649,837","11,824"
Router Protocol,"$14,620,188","9,797"
Obyte,"$14,120,843","2,669"
0Chain,"$14,685,527","7,483"
Signum,"$14,712,726","3,164"
Zynecoin,"$14,626,504","1,637"
AXIA Coin,"$14,785,274","56,465"
Numbers Protocol,"$14,859,283","24,251"
USDJ,"$14,891,324",971
Lotto,"$14,183,872","4,672"
Exeedme,"$15,033,702","25,750"
Pluton,"$14,430,047","10,656"
Inter Milan Fan Token,"$15,338,647","2,897"
Rupiah Token,"$14,999,809","3,893"
Tarot,"$14,889,088","4,515"
MATH,"$15,274,760","16,444"
OpenOcean,"$15,312,394","28,063"
Ethereum Push Notification Service,"$15,371,799","11,432"
DIGG,"$15,316,874","2,446"
SHILL Token,"$15,328,193","181,312"
Stakeborg DAO,"$15,571,324","1,205"
HAPI Protocol,"$15,367,444","13,454"
Lattice Token,"$15,667,218","13,748"
Cryptex Finance,"$15,630,281","2,816"
#MetaHash,"$15,675,414","8,377"
CoinPoker,"$15,196,054","2,080"
BIDR,"$15,692,754","7,118"
Lossless,"$15,765,733","33,997"
XDC Network,"$593,048,504","107,823"
Callisto Network,"$15,805,090","7,986"
renBTC,"$625,603,400","9,191"
DeGate,"$15,787,117","1,740"
Gnosis,"$603,228,734","66,286"
ChainX,"$15,237,664","20,074"
Decred,"$703,519,228","50,821"
IoTeX,"$674,214,430","253,480"
yearn.finance,"$713,104,154","148,844"
Compound,"$714,780,339","193,510"
Holo,"$710,312,139","346,954"
Symbol,"$760,414,675","30,772"
Oasis Network,"$751,371,535","298,878"
Mina,"$779,280,379","178,448"
Peercoin,"$15,866,322","6,512"
Anchor Protocol,"$792,687,962","54,909"
BORA,"$792,671,247","23,497"
Theta Fuel,"$821,990,506","144,628"
Arweave,"$910,956,410","140,992"
Celo,"$925,808,658","161,198"
Secret,"$809,056,992","109,557"
Dash,"$938,442,202","216,995"
Celsius,"$711,793,683","96,392"
Basic Attention Token,"$982,687,620","290,973"
Chiliz,"$986,214,174","500,796"
Convex Finance,"$983,919,224","31,177"
Pax Dollar,"$943,823,167","23,385"
Curve DAO Token,"$999,662,223","189,415"
Kusama,"$1,004,382,291","234,403"
Kadena,"$1,024,140,414","241,385"
Waves,"$1,002,809,128","127,195"
Amp,"$1,127,519,773","181,974"
Nexo,"$1,090,370,012","96,305"
OKB,"$1,020,183,449","56,410"
Abyss,"$10,279,997","5,634"
Enjin Coin,"$1,178,129,653","553,313"
THORChain,"$1,136,362,374","200,567"
NEM,"$835,551,824","160,330"
Zcash,"$1,423,051,731","166,755"
Huobi Token,"$1,348,356,800","100,666"
Loopring,"$987,262,313","215,183"
Neo,"$1,456,434,492","254,407"
Quant,"$1,314,697,735","176,712"
TrueUSD,"$1,465,372,795","22,630"
Stacks,"$1,453,289,654","122,988"
Bitcoin SV,"$1,556,255,160","66,161"
Gala,"$1,581,117,438","454,032"
PancakeSwap,"$1,712,615,790","569,572"
The Graph,"$1,665,561,063","347,190"
Flow,"$1,800,197,771","156,318"
Aave,"$1,740,684,286","345,173"
BitTorrent (New),"$1,691,484,890","49,284"
Maker,"$1,855,304,440","144,987"
IOTA,"$1,944,199,285","332,666"
Harmony,"$1,493,087,755","465,649"
EOS,"$2,030,055,134","369,109"
Tezos,"$2,659,193,798","359,026"
Theta Network,"$2,646,841,680","449,616"
eCash,"$1,351,381,712","148,404"
Helium,"$2,550,424,270","272,460"
Elrond,"$2,926,034,171","446,768"
VeChain,"$2,861,873,707","950,869"
Axie Infinity,"$3,009,221,431","538,734"
The Sandbox,"$3,268,130,118","2,202,387"
KuCoin Token,"$1,463,301,153","153,580"
Fantom,"$3,800,248,242","609,389"
Klaytn,"$3,202,557,175","84,092"
Internet Computer,"$3,437,648,739","337,544"
Hedera,"$4,234,447,249","396,907"
Monero,"$2,670,573,486","268,842"
Ethereum Classic,"$3,547,099,325","298,889"
Algorand,"$5,109,271,078","524,745"
Decentraland,"$4,798,203,770","840,394"
Stellar,"$4,585,027,152","775,043"
FTX Token,"$5,724,441,371","232,480"
Uniswap,"$5,580,082,579","575,333"
UNUS SED LEO,"$5,426,552,031","39,442"
Chainlink,"$6,224,820,900","915,738"
TRON,"$6,178,901,871","735,214"
Bitcoin Cash,"$5,761,427,994","315,369"
Filecoin,"$3,094,001,544","304,928"
Litecoin,"$7,300,226,257","725,658"
Cronos,"$9,952,593,464","633,269"
Cosmos,"$7,052,310,144","565,490"
Polygon,"$10,819,035,635","1,140,190"
Dai,"$9,994,765,517","110,397"
TerraUSD,"$12,447,429,421","50,184"
Bitcoin BEP2,"$4,032,765,093","29,626"
Polkadot,"$15,981,509,349","1,322,399"
Shiba Inu,"$13,204,351,744","1,634,373"
Binance USD,"$18,531,835,407","185,819"
NEAR Protocol,"$5,445,974,515","442,027"
Terra,"$23,995,178,453","687,271"
Solana,"$28,546,276,357","1,409,081"
Dogecoin,"$16,353,549,566","1,494,237"
USD Coin,"$53,131,513,200","170,835"
Cardano,"$28,895,393,789","2,036,108"
BNB,"$59,764,821,342","1,574,277"
Ethereum,"$315,138,761,626","2,537,922"
Bitcoin,"$727,328,978,152","2,828,104"
Tether,"$79,530,429,802","870,466"
NFTX,"$33,892,063","13,693"
StaFi,"$34,059,725","19,295"
RAMP,"$34,169,173","49,889"
Avalanche,"$18,650,543,895","739,338"
Wrapped Bitcoin,"$10,110,044,401","51,745"
Tornado Cash,"$34,526,787","20,318"
Liquity,"$33,954,162","11,980"
SHPING,"$34,472,004","8,095"
Saito,"$34,329,016","28,269"
Unifty,"$35,427,467","7,163"
Fusion,"$35,483,666","16,821"
Strong,"$35,367,221","43,115"
PARSIQ,"$35,966,801","31,058"
LATOKEN,"$35,209,260","6,591"
NULS,"$36,820,227","23,177"
Lido DAO Token,"$36,285,628","14,156"
VerusCoin,"$36,559,350","4,841"
XRP,"$33,592,721,854","1,480,021"
Cyclub,"$36,852,666","2,368"
CoinEx Token,"$36,807,510","14,510"
Peony,"$34,744,401","1,424"
Wirex Token,"$37,178,985","11,880"
Aion,"$37,640,443","36,110"
XMON,"$38,003,633","2,932"
Atari Token,"$37,283,917","83,762"
Neutrino Token,"$38,761,174","3,045"
Bytom,"$38,912,947","9,904"
Measurable Data Token,"$38,675,427","22,171"
Ooki Protocol,"$39,413,123","15,507"
Rarible,"$39,033,100","52,417"
Shyft Network,"$38,881,123","5,118"
district0x,"$39,482,690","28,734"
YIELD App,"$34,745,979","28,911"
Bella Protocol,"$39,486,955","23,553"
ScPrime,"$37,483,008","4,889"
Star Atlas DAO,"$39,687,731","75,052"
